s1,291170.3400,131109.4700,0
e1,291726.9700,131479.5900,0
s2,291193.9100,131065.1100,0
e2,291763.8400,131444.7700,0
s3,291225.5200,131026.1100,0
e3,291808.9000,131415.0700,0
s4,291257.3400,130987.1400,0
e4,291848.1600,131379.1100,0
s5,291306.9800,130926.3700,0
e5,291825.9700,131401.4400,0
s6,291352.8800,130870.1800,0
e6,291858.1600,131376.8800,0
s7,291391.4800,130822.9200,0
e7,291873.3600,131359.6400,0
s8,291432.3800,130776.0700,0
e8,291892.5700,131352.3900,0
s9,291476.7100,130731.3800,0
e9,291905.8300,131345.1500,0
s10,291526.4600,130701.1000,0
e10,291927.8200,131335.5800,0
s11,291575.2800,130671.3800,0
e11,291983.4200,131307.6500,0
s12,291623.9800,130641.7400,0
e12,292043.1800,131267.6900,0
s13,291672.6200,130612.1300,0
e13,292100.0900,131224.6300,0
s14,291721.5000,130582.3800,0
e14,292139.8200,131194.5700,0
s15,291775.0300,130546.4100,0
e15,292174.5500,131168.2900,0
s16,291830.5900,130506.7200,0
e16,292211.6700,131140.2000,0
s17,291885.6300,130467.4100,0
e17,292243.6800,131105.9800,0
s18,291934.1600,130441.8600,0
e18,292272.2700,131092.2600,0
s19,291981.4300,130425.8800,0
e19,292282.9500,131100.6700,0
s20,292029.2300,130409.7200,0
e20,292277.1300,131109.0800,0
s21,292077.8200,130393.2900,0
e21,292267.6100,131117.5000,0
s22,292126.7700,130376.7400,0
e22,292297.9300,131115.4100,0
s23,292175.6500,130360.2100,0
e23,292345.7800,131104.3200,0
s24,292226.3100,130350.1000,0
e24,292376.0700,131092.7400,0
s25,292277.2000,130341.8000,0
e25,292406.3700,131081.1500,0
s26,292327.9100,130333.5300,0
e26,292438.1500,131079.5600,0
s27,292378.3100,130325.3100,0
e27,292468.1800,131069.2200,0
s28,292427.7000,130317.2500,0
e28,292498.2000,131068.4200,0
s29,292477.5700,130310.5100,0
e29,292528.2300,131067.6100,0
s30,292527.9600,130308.6100,0
e30,292558.2600,131066.8100,0
s31,292578.3600,130306.7100,0
e31,292590.6000,131066.0000,0
s32,292628.3400,130304.8200,0
e32,292640.6000,131065.1900,0
s33,292678.3200,130302.9300,0
e33,292690.6000,131064.3900,0
s34,292728.3100,130301.0500,0
e34,292740.6000,131063.5800,0
s35,292778.2900,130299.1600,0
e35,292790.6000,131062.7800,0
s36,292828.2800,130297.2700,0
e36,292840.2100,131058.8400,0
s37,292878.8100,130295.3700,0
e37,292874.1800,131055.2900,0
s38,292929.3800,130293.4600,0
e38,292908.2600,131051.7400,0
s39,292979.1000,130291.5800,0
e39,292966.6100,131045.6500,0
s40,293027.6200,130291.3400,0
e40,293056.6700,131039.9900,0
s41,293074.9000,130291.7500,0
e41,293157.3800,131038.9600,0
s42,293121.1200,130292.1400,0
e42,293256.3200,131037.9600,0
s43,293169.7400,130292.5600,0
e43,293354.9100,131036.9600,0
s44,293224.7300,130293.0300,0
e44,293452.5900,131014.0300,0
s45,293274.3700,130264.8700,0
e45,293544.4200,130967.0100,0
s46,293323.8700,130236.2200,0
e46,293633.0900,130922.2500,0
s47,293373.3700,130207.5600,0
e47,293692.0300,130900.0500,0
s48,293423.9600,130180.4800,0
e48,293718.4200,130872.5200,0
s49,293475.4400,130162.7700,0
e49,293723.3500,130872.9800,0
s50,293526.4300,130145.2300,0
e50,293724.4800,130874.4200,0
s51,293575.5000,130128.3400,0
e51,293723.0500,130875.3300,0
s52,293626.7400,130119.7700,0
e52,293720.6400,130876.2500,0
s53,293677.4400,130119.1100,0
e53,293731.0600,130877.3900,0
s54,293728.2600,130118.4500,0
e54,293743.2900,130879.2100,0
s55,293778.6700,130117.8000,0
e55,293778.0200,130881.0400,0
s56,293829.0800,130117.1500,0
e56,293816.0600,130882.8700,0
s57,293876.3200,130116.5300,0
e57,293942.4400,130884.6900,0
s58,293923.0100,130115.9300,0
e58,294067.5200,130873.0100,0
s59,293969.9700,130115.3200,0
e59,294188.8900,130855.6800,0
s60,294018.5800,130114.6900,0
e60,294281.8300,130829.6700,0
s61,294078.1500,130100.7700,0
e61,294367.6700,130781.7900,0
s62,294128.8500,130062.2500,0
e62,294452.1100,130732.8600,0
s63,294179.6600,130023.6500,0
e63,294530.5200,130682.7600,0
s64,294225.4300,129988.8900,0
e64,294597.0100,130645.5900,0
s65,294270.2800,129956.2200,0
e65,294601.3100,130644.6400,0
s66,294323.7200,129940.2200,0
e66,294602.2100,130643.7000,0
s67,294376.3900,129924.4500,0
e67,294599.7100,130642.7500,0
s68,294427.0000,129909.3000,0
e68,294614.8500,130636.7200,0
s69,294475.5500,129894.7600,0
e69,294631.5000,130640.6100,0
s70,294525.2900,129879.8600,0
e70,294634.2800,130644.5000,0
s71,294576.1600,129864.6300,0
e71,294634.9700,130638.4000,0
s72,294627.8100,129852.2900,0
e72,294644.7500,130632.2900,0
s73,294678.9200,129855.2200,0
e73,294672.9300,130631.0100,0
s74,294730.0600,129858.1500,0
e74,294701.1100,130636.6800,0
s75,294781.3400,129861.0800,0
e75,294729.2900,130642.3500,0
s76,294833.7400,129864.0900,0
e76,294740.8900,130648.0300,0
s77,294886.0200,129867.0800,0
e77,294760.5700,130643.7000,0
s78,294937.7000,129870.0400,0
e78,294791.7800,130649.3700,0
s79,294989.5200,129873.0100,0
e79,294823.0000,130655.0500,0
s80,295043.5900,129876.1000,0
e80,294852.6100,130676.4300,0
s81,295068.9500,129877.5600,0
e81,294877.0200,130681.8300,0
s82,295096.9000,129889.9000,0
e82,294873.9800,130680.5000,0
s83,295119.8900,129900.4700,0
e83,294896.8900,130691.3700,0
s84,295147.5100,129913.1800,0
e84,294892.4800,130689.6300,0
s85,295170.3700,129923.7000,0
e85,294916.2700,130697.3000,0
s86,295197.5300,129936.1900,0
e86,294912.5600,130696.1700,0
s87,295220.3000,129946.6700,0
e87,294936.5100,130703.5000,0
s88,295246.1800,129958.5800,0
e88,294947.2100,130707.7000,0
s89,295268.9300,129969.0400,0
e89,294969.3400,130719.6900,0
s90,295296.9500,129981.9300,0
e90,294983.8600,130727.5600,0
s91,295319.6700,129992.3900,0
e91,295005.9500,130739.5200,0
s92,295348.4200,130005.6100,0
e92,295017.1700,130745.6000,0
s93,295371.1300,130016.0600,0
e93,295039.2100,130757.5400,0
s94,295400.4100,130029.5300,0
e94,295043.4700,130759.8500,0
s95,295423.1200,130039.9800,0
e95,295065.4700,130771.7600,0
s96,295452.4200,130053.4600,0
e96,295070.4200,130774.4500,0
s97,295475.1600,130063.9200,0
e97,295092.4000,130786.3500,0
s98,295503.8100,130077.1100,0
e98,295107.0200,130794.2700,0
s99,295526.5800,130087.5800,0
e99,295129.0000,130806.1700,0
s100,295556.3800,130101.2900,0
e100,295146.6100,130815.7100,0
s101,295579.1900,130111.7800,0
e101,295168.6000,130827.6300,0
s102,295610.0700,130129.1300,0
e102,295188.7600,130838.5500,0
s103,295631.1000,130142.6800,0
e103,295210.7700,130850.4700,0
s104,295661.2700,130162.1100,0
e104,295226.5800,130859.0300,0
s105,295682.2900,130175.6400,0
e105,295248.6000,130870.9600,0
s106,295713.3400,130195.6400,0
e106,295253.6100,130873.6700,0
s107,295734.3700,130209.1800,0
e107,295275.7000,130885.6400,0
s108,295765.0900,130228.9600,0
e108,295285.0800,130890.7200,0
s109,295786.1400,130242.5200,0
e109,295307.2500,130902.7300,0
s110,295816.3300,130261.9600,0
e110,295323.2100,130911.3800,0
s111,295837.4100,130275.5400,0
e111,295343.2100,130926.3800,0
s112,295869.5500,130296.2400,0
e112,295358.4000,130940.5800,0
s113,295890.6800,130309.8400,0
e113,295377.2200,130957.0900,0
s114,295928.1500,130333.9700,0
e114,295400.7100,130971.5300,0
s115,295949.3200,130347.6000,0
e115,295420.3400,130987.0100,0
s116,295985.8100,130373.4000,0
e116,295441.7800,131005.0600,0
s117,296005.1700,130389.2300,0
e117,295460.9000,131021.1600,0
s118,296040.8000,130418.3800,0
e118,295474.3500,131032.4800,0
s119,296076.0900,130447.2500,0
e119,295491.5400,131046.9500,0
s120,296095.5200,130463.1400,0
e120,295510.7100,131063.0900,0
s121,296118.8200,130482.2000,0
e121,295533.7200,131082.4600,0
s122,296149.2600,130507.1200,0
e122,295555.5900,131100.8700,0
s123,296174.0600,130531.8100,0
e123,295582.4600,131123.4900,0
s124,296197.4000,130555.0500,0
e124,295607.2300,131144.3400,0
s125,296222.2100,130579.7500,0
e125,295632.7400,131168.3300,0
s126,296249.8100,130607.2300,0
e126,295667.4700,131207.2900,0
s127,296278.1500,130635.4500,0
e127,295694.1600,131237.2200,0
s128,296299.2300,130656.4400,0
