s101,291140.2400,131090.1000,0
e101,291722.9700,131475.5900,0
s102,291170.8800,131048.4400,0
e102,291760.8400,131441.7700,0
s103,291198.5200,131006.7700,0
e103,291800.9000,131407.0700,0
s150,296677.6800,131255.3200,0
e150,296133.9300,131811.1400,0
s151,296702.7000,131279.8000,0
e151,296184.3100,131867.4900,0
s152,296727.8900,131294.5400,0
e152,296252.2800,131915.3700,0
s153,296747.7400,131309.7400,0
e153,296272.1300,131930.5700,0
s154,296777.9300,131333.7700,0
e154,296316.9100,131967.4100,0
s155,296798.1500,131348.4800,0
e155,296337.1300,131982.1200,0
s156,296827.9700,131369.0800,0
e156,296387.6000,132016.1600,0
s157,296856.9100,131388.7700,0
e157,296416.5400,132035.8500,0
s158,296878.0300,131400.7200,0
e158,296462.7100,132061.5900,0
s159,296907.6600,131419.3400,0
e159,296492.3400,132080.2100,0
s160,296928.0800,131432.3600,0
e160,296539.2800,132106.9800,0
